epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
21,298.28,0.55754,0.46418,0.84117,0.0062,0.77567,0.75925,0.81229,0.66928,0.51809,0.45853,0.85397,0.00472,0.000551483,0.000551483,0.000551483
22,312.149,0.55513,0.46087,0.8444,0.00591,0.83197,0.70577,0.82261,0.6758,0.52424,0.45016,0.85521,0.00459,0.000540607,0.000540607,0.000540607
23,325.916,0.54706,0.44789,0.83897,0.00589,0.85608,0.77458,0.85575,0.71211,0.49712,0.42361,0.84896,0.00478,0.000529731,0.000529731,0.000529731
24,339.826,0.54336,0.44416,0.84167,0.00594,0.84532,0.74414,0.81812,0.67054,0.51345,0.42945,0.8512,0.00431,0.000518855,0.000518855,0.000518855
25,353.73,0.54506,0.44579,0.83924,0.00585,0.82872,0.7917,0.84716,0.70793,0.51839,0.4412,0.85202,0.00449,0.000507979,0.000507979,0.000507979
26,367.633,0.54089,0.43638,0.83836,0.00594,0.85542,0.77298,0.84742,0.71217,0.48837,0.41726,0.84599,0.00441,0.000497104,0.000497104,0.000497104
27,381.571,0.53787,0.43265,0.83856,0.00577,0.81576,0.81912,0.86405,0.72152,0.49023,0.41028,0.84687,0.00444,0.000486228,0.000486228,0.000486228
28,395.431,0.53377,0.43001,0.83653,0.00579,0.84155,0.79365,0.86014,0.71696,0.50349,0.41167,0.84655,0.00466,0.000475352,0.000475352,0.000475352
29,409.312,0.52954,0.42476,0.83308,0.00559,0.88372,0.78395,0.85918,0.72124,0.48228,0.40179,0.84327,0.00403,0.000464476,0.000464476,0.000464476
30,423.151,0.52591,0.4194,0.83527,0.0056,0.85329,0.78113,0.86819,0.72054,0.50328,0.40452,0.8491,0.00383,0.0004536,0.0004536,0.0004536
31,436.942,0.52337,0.41189,0.83554,0.00568,0.85941,0.81734,0.87199,0.72417,0.48538,0.39933,0.84057,0.00455,0.000442724,0.000442724,0.000442724
32,450.747,0.52714,0.41647,0.83352,0.0056,0.85485,0.80852,0.86666,0.71629,0.50318,0.41631,0.84689,0.00441,0.000431848,0.000431848,0.000431848
33,464.65,0.52297,0.41111,0.83686,0.00554,0.86105,0.79974,0.87926,0.73553,0.49339,0.39054,0.84491,0.00408,0.000420973,0.000420973,0.000420973
34,478.537,0.51733,0.40531,0.83392,0.00519,0.83079,0.80258,0.86413,0.7235,0.49926,0.39995,0.84576,0.00434,0.000410097,0.000410097,0.000410097
35,492.445,0.51791,0.41056,0.83078,0.00567,0.84187,0.77339,0.86268,0.72062,0.4944,0.40115,0.84504,0.00402,0.000399221,0.000399221,0.000399221
36,506.265,0.51733,0.40554,0.8321,0.00521,0.83524,0.84667,0.88707,0.74463,0.47418,0.38034,0.8404,0.00429,0.000388345,0.000388345,0.000388345
37,520.249,0.51599,0.40114,0.83149,0.00581,0.85569,0.80052,0.86789,0.7229,0.47926,0.39955,0.8419,0.00413,0.000377469,0.000377469,0.000377469
38,534.099,0.51153,0.40065,0.82864,0.00521,0.84253,0.84219,0.89078,0.74749,0.47082,0.37458,0.83965,0.00407,0.000366593,0.000366593,0.000366593
39,547.836,0.50749,0.39562,0.83324,0.00529,0.84814,0.81336,0.86453,0.72555,0.4775,0.38915,0.84148,0.00384,0.000355717,0.000355717,0.000355717
40,561.696,0.50533,0.39304,0.82975,0.00514,0.8915,0.83554,0.89311,0.74499,0.46964,0.37767,0.83784,0.00392,0.000344842,0.000344842,0.000344842
41,575.489,0.51168,0.39262,0.82975,0.00521,0.87661,0.81189,0.88192,0.73891,0.47961,0.37753,0.84143,0.00392,0.000333966,0.000333966,0.000333966
42,589.337,0.49982,0.38614,0.8258,0.00531,0.86264,0.8134,0.87675,0.7413,0.47247,0.38305,0.83857,0.00397,0.00032309,0.00032309,0.00032309
43,603.183,0.50503,0.38445,0.82602,0.00525,0.8711,0.81024,0.88395,0.74512,0.47259,0.37362,0.83924,0.00386,0.000312214,0.000312214,0.000312214
44,617.075,0.50021,0.38448,0.82518,0.00511,0.85031,0.80276,0.8594,0.71703,0.4968,0.39233,0.84261,0.00394,0.000301338,0.000301338,0.000301338
45,630.922,0.49867,0.381,0.82617,0.00501,0.8417,0.85295,0.88753,0.74918,0.46767,0.36506,0.83667,0.00387,0.000290462,0.000290462,0.000290462
46,644.945,0.49596,0.3803,0.82096,0.00529,0.89507,0.85239,0.91042,0.76348,0.47045,0.36852,0.83746,0.00376,0.000279586,0.000279586,0.000279586
47,658.802,0.49697,0.38338,0.82389,0.00523,0.91623,0.83996,0.89484,0.75228,0.46898,0.3637,0.83677,0.00372,0.000268711,0.000268711,0.000268711
48,672.706,0.49556,0.37712,0.82515,0.00492,0.89832,0.84664,0.8967,0.7576,0.47657,0.37046,0.83972,0.00358,0.000257835,0.000257835,0.000257835
49,686.635,0.49585,0.37524,0.82759,0.00475,0.87964,0.83914,0.8961,0.75502,0.46543,0.36451,0.83498,0.00391,0.000246959,0.000246959,0.000246959
50,700.534,0.49131,0.36886,0.82265,0.00496,0.86921,0.86889,0.89222,0.75128,0.46547,0.36002,0.8368,0.00373,0.000236083,0.000236083,0.000236083
51,714.366,0.48335,0.36692,0.82216,0.00523,0.90283,0.85884,0.91224,0.77148,0.45944,0.35751,0.83526,0.0035,0.000225207,0.000225207,0.000225207
52,728.33,0.49272,0.37408,0.82242,0.00519,0.86027,0.85382,0.89677,0.75842,0.46529,0.36469,0.83422,0.00341,0.000214331,0.000214331,0.000214331
53,742.246,0.49286,0.37108,0.82228,0.00498,0.89762,0.83896,0.90208,0.76171,0.45896,0.36348,0.83415,0.00357,0.000203455,0.000203455,0.000203455
54,756.138,0.49166,0.37027,0.82019,0.00524,0.9092,0.84925,0.91047,0.77095,0.45676,0.35796,0.83373,0.00341,0.00019258,0.00019258,0.00019258
55,769.976,0.48121,0.36163,0.82405,0.00478,0.88065,0.84802,0.89798,0.75392,0.4657,0.36307,0.83581,0.00336,0.000181704,0.000181704,0.000181704
56,783.93,0.48313,0.3614,0.82371,0.00486,0.87388,0.8565,0.90145,0.76207,0.45976,0.35956,0.83471,0.00345,0.000170828,0.000170828,0.000170828
57,797.874,0.48041,0.36192,0.8224,0.00484,0.88023,0.86403,0.90716,0.75947,0.46548,0.36304,0.83526,0.00346,0.000159952,0.000159952,0.000159952
58,811.748,0.48072,0.36057,0.82282,0.00489,0.89697,0.87061,0.91222,0.7674,0.45421,0.35197,0.83284,0.00331,0.000149076,0.000149076,0.000149076
59,825.72,0.47893,0.3578,0.82003,0.0049,0.87685,0.8589,0.91038,0.76848,0.45941,0.35753,0.83404,0.0035,0.0001382,0.0001382,0.0001382
60,839.601,0.47798,0.35824,0.82174,0.00483,0.89591,0.84395,0.91859,0.77906,0.45381,0.35067,0.83232,0.00326,0.000127324,0.000127324,0.000127324
61,854.736,0.45362,0.33793,0.83156,0.00398,0.88907,0.85174,0.91291,0.76773,0.4619,0.35399,0.8343,0.00342,0.000116449,0.000116449,0.000116449
62,867.843,0.44067,0.32185,0.8291,0.00371,0.83763,0.85904,0.89893,0.75461,0.47659,0.36711,0.83787,0.00334,0.000105573,0.000105573,0.000105573
63,880.939,0.43849,0.31794,0.8291,0.0037,0.8934,0.84073,0.90958,0.76904,0.46135,0.35473,0.83477,0.0034,9.46969e-05,9.46969e-05,9.46969e-05
64,894.037,0.43605,0.31634,0.82668,0.00366,0.93041,0.83112,0.91242,0.76789,0.46452,0.35286,0.83549,0.00338,8.3821e-05,8.3821e-05,8.3821e-05
65,907.144,0.43611,0.31618,0.82534,0.00382,0.91777,0.8325,0.90889,0.76917,0.46154,0.3539,0.83451,0.0034,7.29451e-05,7.29451e-05,7.29451e-05
66,920.269,0.43372,0.31252,0.82766,0.00378,0.88768,0.86407,0.91666,0.76944,0.46003,0.3525,0.83411,0.00325,6.20693e-05,6.20693e-05,6.20693e-05
67,933.417,0.42852,0.307,0.82706,0.00366,0.88933,0.84819,0.91398,0.7707,0.46055,0.34898,0.83393,0.00323,5.11934e-05,5.11934e-05,5.11934e-05
68,946.55,0.43188,0.31236,0.82694,0.00384,0.90226,0.84962,0.91332,0.77222,0.4552,0.34765,0.83311,0.00329,4.03176e-05,4.03176e-05,4.03176e-05
69,959.653,0.4275,0.30835,0.82446,0.00352,0.88661,0.85637,0.91161,0.76444,0.45988,0.34852,0.83387,0.0033,2.94417e-05,2.94417e-05,2.94417e-05
70,972.716,0.42334,0.30464,0.82743,0.00357,0.91076,0.8517,0.91588,0.77399,0.45875,0.34659,0.83303,0.00327,1.85659e-05,1.85659e-05,1.85659e-05
