epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
21,272.521,0.58466,0.49331,0.82844,0.00668,0.76288,0.74193,0.80244,0.65657,0.57093,0.48999,0.83849,0.00507,0.000464476,0.000464476,0.000464476
22,285.213,0.58948,0.49214,0.82698,0.0068,0.82476,0.75737,0.83141,0.67577,0.53912,0.44605,0.8295,0.0055,0.00044925,0.00044925,0.00044925
23,297.822,0.581,0.48481,0.82464,0.00656,0.81524,0.76115,0.83625,0.69156,0.52282,0.4451,0.82771,0.00549,0.000434024,0.000434024,0.000434024
24,310.596,0.5813,0.48557,0.82351,0.00644,0.87125,0.71575,0.84044,0.69077,0.50849,0.42334,0.82598,0.00509,0.000418797,0.000418797,0.000418797
25,323.386,0.57805,0.47207,0.82231,0.00644,0.80407,0.79576,0.83044,0.68302,0.51818,0.43886,0.82841,0.0048,0.000403571,0.000403571,0.000403571
26,336.08,0.56652,0.46504,0.82337,0.006,0.79525,0.81626,0.84579,0.69649,0.51183,0.41899,0.82773,0.00495,0.000388345,0.000388345,0.000388345
27,348.843,0.56994,0.46984,0.82208,0.00639,0.8345,0.79633,0.84726,0.70213,0.50166,0.4199,0.82371,0.00499,0.000373119,0.000373119,0.000373119
28,361.537,0.56774,0.46222,0.81755,0.00661,0.8594,0.79287,0.86269,0.70829,0.50596,0.42399,0.82421,0.00539,0.000357893,0.000357893,0.000357893
29,374.431,0.56774,0.46281,0.81908,0.00623,0.81882,0.78737,0.84606,0.69742,0.52892,0.4363,0.82645,0.00505,0.000342666,0.000342666,0.000342666
30,387.165,0.56881,0.46555,0.81761,0.00628,0.80866,0.77029,0.83959,0.69654,0.50233,0.42715,0.82352,0.00514,0.00032744,0.00032744,0.00032744
31,399.924,0.56131,0.4565,0.81793,0.00627,0.85843,0.83231,0.8774,0.72172,0.49433,0.40437,0.822,0.00485,0.000312214,0.000312214,0.000312214
32,412.704,0.56256,0.44944,0.82017,0.00614,0.84503,0.82514,0.87487,0.71498,0.5169,0.42224,0.82668,0.00467,0.000296988,0.000296988,0.000296988
33,425.411,0.54629,0.43962,0.81665,0.0059,0.82416,0.80444,0.86004,0.70814,0.54067,0.4319,0.82976,0.00464,0.000281762,0.000281762,0.000281762
34,438.202,0.55902,0.4469,0.81772,0.00611,0.85167,0.79559,0.87193,0.72186,0.48841,0.40541,0.82275,0.00447,0.000266535,0.000266535,0.000266535
35,450.934,0.55268,0.4405,0.81643,0.00591,0.86413,0.78473,0.87015,0.71346,0.50785,0.40871,0.82456,0.00492,0.000251309,0.000251309,0.000251309
36,463.748,0.54752,0.43175,0.82086,0.00596,0.87713,0.82789,0.88428,0.73227,0.48157,0.39449,0.82073,0.00452,0.000236083,0.000236083,0.000236083
37,476.478,0.54705,0.43436,0.81534,0.00591,0.8536,0.7738,0.87754,0.73444,0.5009,0.4071,0.82475,0.0043,0.000220857,0.000220857,0.000220857
38,489.124,0.54413,0.43143,0.81411,0.00555,0.8148,0.81185,0.88029,0.7357,0.50285,0.40235,0.82539,0.00457,0.000205631,0.000205631,0.000205631
39,501.948,0.54557,0.42759,0.81356,0.00586,0.82613,0.82425,0.88588,0.73529,0.5083,0.39606,0.82479,0.00447,0.000190404,0.000190404,0.000190404
40,514.533,0.54187,0.42625,0.81621,0.00585,0.84113,0.84506,0.89242,0.74102,0.47934,0.38995,0.82041,0.0043,0.000175178,0.000175178,0.000175178
41,528.84,0.50637,0.39707,0.82275,0.00459,0.86593,0.83527,0.88986,0.74337,0.49124,0.3923,0.82179,0.00422,0.000159952,0.000159952,0.000159952
42,541.005,0.49074,0.37813,0.8233,0.00473,0.87308,0.80871,0.87789,0.73065,0.49529,0.40561,0.82242,0.00434,0.000144726,0.000144726,0.000144726
43,553.124,0.48378,0.37433,0.82096,0.00453,0.87698,0.8082,0.8828,0.74278,0.48972,0.39721,0.82164,0.0043,0.0001295,0.0001295,0.0001295
44,565.274,0.48152,0.37124,0.82276,0.00446,0.88485,0.83799,0.88511,0.73947,0.49513,0.38778,0.82117,0.00448,0.000114273,0.000114273,0.000114273
45,577.494,0.48137,0.36746,0.82153,0.00435,0.8845,0.83698,0.88648,0.74249,0.49277,0.38925,0.82218,0.00427,9.90472e-05,9.90472e-05,9.90472e-05
46,589.653,0.4784,0.36294,0.82175,0.00434,0.84361,0.83477,0.88684,0.74075,0.48888,0.39205,0.82093,0.00438,8.3821e-05,8.3821e-05,8.3821e-05
47,601.815,0.47741,0.3639,0.82019,0.00434,0.85568,0.84885,0.89155,0.74583,0.48448,0.38832,0.8216,0.00409,6.85948e-05,6.85948e-05,6.85948e-05
48,613.905,0.47593,0.36144,0.81946,0.00428,0.85296,0.83687,0.88815,0.74228,0.48673,0.3874,0.8214,0.00418,5.33686e-05,5.33686e-05,5.33686e-05
49,625.968,0.47622,0.3577,0.8184,0.00436,0.85106,0.8452,0.89293,0.74612,0.48622,0.38048,0.8212,0.0043,3.81424e-05,3.81424e-05,3.81424e-05
50,638.138,0.47375,0.35692,0.81822,0.00434,0.85004,0.84008,0.89472,0.75019,0.47836,0.37833,0.81955,0.00424,2.29162e-05,2.29162e-05,2.29162e-05
