epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
24,160.093,0.60721,0.53995,0.82928,0.00726,0.65467,0.61491,0.61715,0.4929,0.6345,0.59874,0.84813,0.00651,0.000418797,0.000418797,0.000418797
25,166.507,0.61934,0.5376,0.83752,0.00822,0.67848,0.6122,0.63434,0.50855,0.6151,0.66537,0.8444,0.00595,0.000403571,0.000403571,0.000403571
26,173.003,0.60865,0.53265,0.83864,0.00714,0.68714,0.57477,0.61449,0.49936,0.58761,0.60441,0.84291,0.00559,0.000388345,0.000388345,0.000388345
27,179.585,0.60612,0.52735,0.83727,0.00716,0.71989,0.62076,0.64635,0.52053,0.57411,0.55127,0.83654,0.00663,0.000373119,0.000373119,0.000373119
28,186.098,0.6062,0.52205,0.83008,0.00733,0.76375,0.64348,0.69271,0.56192,0.56421,0.55698,0.83856,0.0058,0.000357893,0.000357893,0.000357893
29,192.589,0.60153,0.51921,0.83006,0.0076,0.75837,0.65165,0.71022,0.58274,0.56716,0.60483,0.83682,0.00591,0.000342666,0.000342666,0.000342666
30,199.064,0.58475,0.50402,0.83334,0.00697,0.72123,0.60136,0.66502,0.53456,0.60181,0.57019,0.84387,0.00486,0.00032744,0.00032744,0.00032744
31,205.587,0.60191,0.51501,0.83438,0.00724,0.84773,0.58513,0.69043,0.56373,0.56696,0.52434,0.83963,0.00475,0.000312214,0.000312214,0.000312214
32,212.103,0.58798,0.49898,0.82713,0.00704,0.81372,0.55849,0.67877,0.55456,0.56701,0.57692,0.83877,0.0051,0.000296988,0.000296988,0.000296988
33,218.587,0.58389,0.49625,0.83184,0.00719,0.85238,0.63682,0.71852,0.58816,0.56793,0.51405,0.83867,0.0053,0.000281762,0.000281762,0.000281762
34,225.157,0.59632,0.5035,0.82878,0.00708,0.77958,0.65879,0.71184,0.58769,0.56774,0.58343,0.84032,0.00512,0.000266535,0.000266535,0.000266535
35,231.653,0.58611,0.49435,0.82917,0.00646,0.75972,0.63128,0.69265,0.56799,0.56647,0.5956,0.83995,0.00464,0.000251309,0.000251309,0.000251309
36,238.143,0.58352,0.49022,0.83166,0.00679,0.79467,0.6475,0.74644,0.61847,0.5568,0.60754,0.83609,0.00476,0.000236083,0.000236083,0.000236083
37,244.676,0.5885,0.48903,0.8326,0.00684,0.80187,0.65191,0.73141,0.61151,0.57007,0.63964,0.8364,0.00524,0.000220857,0.000220857,0.000220857
38,251.126,0.58369,0.48667,0.82543,0.0071,0.83641,0.62466,0.71859,0.59594,0.54543,0.54956,0.83206,0.00519,0.000205631,0.000205631,0.000205631
39,257.551,0.57691,0.47906,0.82877,0.00674,0.8075,0.63574,0.71409,0.59025,0.56226,0.58955,0.83503,0.00505,0.000190404,0.000190404,0.000190404
40,264.036,0.57343,0.47099,0.82777,0.00655,0.82994,0.5899,0.7307,0.60139,0.56136,0.57311,0.83428,0.00522,0.000175178,0.000175178,0.000175178
41,272.196,0.53851,0.45839,0.83732,0.00531,0.8199,0.65068,0.73762,0.61173,0.55454,0.51856,0.83494,0.00494,0.000159952,0.000159952,0.000159952
42,278.414,0.52994,0.43641,0.84416,0.00516,0.57319,0.86189,0.82517,0.68551,0.55392,0.53272,0.8379,0.00469,0.000144726,0.000144726,0.000144726
43,284.596,0.52212,0.42883,0.83766,0.00516,0.82063,0.65854,0.8236,0.68975,0.55753,0.58072,0.83802,0.00466,0.0001295,0.0001295,0.0001295
44,290.89,0.51607,0.41777,0.82921,0.00516,0.80459,0.61975,0.71608,0.58925,0.56934,0.62886,0.83995,0.00465,0.000114273,0.000114273,0.000114273
45,297.133,0.51741,0.4236,0.83505,0.00525,0.7905,0.64579,0.75714,0.62012,0.56619,0.61159,0.84019,0.00468,9.90472e-05,9.90472e-05,9.90472e-05
46,303.368,0.50645,0.40731,0.83582,0.00521,0.82972,0.62289,0.73812,0.60415,0.56975,0.66038,0.83706,0.00488,8.3821e-05,8.3821e-05,8.3821e-05
47,309.58,0.50974,0.41212,0.82736,0.00514,0.83906,0.63099,0.72968,0.60186,0.55773,0.62384,0.83496,0.00497,6.85948e-05,6.85948e-05,6.85948e-05
48,315.774,0.50153,0.40411,0.83961,0.00475,0.81544,0.65229,0.76767,0.63793,0.55949,0.63238,0.83588,0.00509,5.33686e-05,5.33686e-05,5.33686e-05
49,321.991,0.50217,0.40195,0.83188,0.00493,0.84857,0.65891,0.75357,0.62253,0.55741,0.62182,0.83516,0.00504,3.81424e-05,3.81424e-05,3.81424e-05
50,328.248,0.50059,0.40263,0.83348,0.00484,0.85488,0.65218,0.7524,0.61665,0.56252,0.62874,0.836,0.005,2.29162e-05,2.29162e-05,2.29162e-05
